FID1	IID1	FID2	IID2	Z0	Z1	Z2	PI_HAT	RELATIONSHIP_CATEGORY
MG1239	MG1239	MG1262	MG1262	0.8424	0.0000	0.1576	0.1576	Third_degree
MG1239	MG1239	MG1263	MG1263	0.8408	0.0000	0.1592	0.1592	Third_degree
MG1239	MG1239	MG1264	MG1264	0.8373	0.0000	0.1627	0.1627	Third_degree
MG1239	MG1239	MG1265	MG1265	0.8393	0.0000	0.1607	0.1607	Third_degree
MG1239	MG1239	MG1266	MG1266	0.8353	0.0000	0.1647	0.1647	Third_degree
MG1239	MG1239	MG1267	MG1267	0.8349	0.0000	0.1651	0.1651	Third_degree
MG1239	MG1239	MG1268	MG1268	0.8462	0.0000	0.1538	0.1538	Third_degree
MG1239	MG1239	MG1269	MG1269	0.8517	0.0000	0.1483	0.1483	Third_degree
MG1239	MG1239	MG1270	MG1270	0.8397	0.0000	0.1603	0.1603	Third_degree
MG1239	MG1239	MG1271	MG1271	0.8359	0.0000	0.1641	0.1641	Third_degree
MG1239	MG1239	MG1272	MG1272	0.8365	0.0000	0.1635	0.1635	Third_degree
MG1239	MG1239	MG1273	MG1273	0.8353	0.0000	0.1647	0.1647	Third_degree
MG1239	MG1239	MG1274	MG1274	0.8379	0.0000	0.1621	0.1621	Third_degree
MG1239	MG1239	MG1275	MG1275	0.8345	0.0000	0.1655	0.1655	Third_degree
MG1239	MG1239	MG1276	MG1276	0.8368	0.0000	0.1632	0.1632	Third_degree
MG1239	MG1239	MG1277	MG1277	0.8381	0.0000	0.1619	0.1619	Third_degree
MG1239	MG1239	MG1278	MG1278	0.8455	0.0000	0.1545	0.1545	Third_degree
MG1239	MG1239	MG1279	MG1279	0.8404	0.0000	0.1596	0.1596	Third_degree
MG1239	MG1239	MG1280	MG1280	0.8449	0.0000	0.1551	0.1551	Third_degree
MG1239	MG1239	MG1281	MG1281	0.8439	0.0000	0.1561	0.1561	Third_degree
MG1239	MG1239	MG1282	MG1282	0.8292	0.0000	0.1708	0.1708	Third_degree
MG1239	MG1239	MG1283	MG1283	0.8318	0.0000	0.1682	0.1682	Third_degree
MG1239	MG1239	MG1284	MG1284	0.8435	0.0000	0.1565	0.1565	Third_degree
MG1239	MG1239	MG1285	MG1285	0.8316	0.0000	0.1684	0.1684	Third_degree
MG1239	MG1239	MG1286	MG1286	0.8357	0.0000	0.1643	0.1643	Third_degree
MG1239	MG1239	MG1287	MG1287	0.8382	0.0000	0.1618	0.1618	Third_degree
MG1239	MG1239	MG1288	MG1288	0.8363	0.0000	0.1637	0.1637	Third_degree
MG1239	MG1239	MG1289	MG1289	0.8370	0.0000	0.1630	0.1630	Third_degree
MG1239	MG1239	MG1290	MG1290	0.8458	0.0000	0.1542	0.1542	Third_degree
MG1239	MG1239	MG1291	MG1291	0.8338	0.0000	0.1662	0.1662	Third_degree
MG1239	MG1239	MG1292	MG1292	0.8406	0.0000	0.1594	0.1594	Third_degree
MG1239	MG1239	MG1293	MG1293	0.8457	0.0000	0.1543	0.1543	Third_degree
MG1239	MG1239	MG1294	MG1294	0.8393	0.0000	0.1607	0.1607	Third_degree
MG1239	MG1239	MG1295	MG1295	0.8360	0.0000	0.1640	0.1640	Third_degree
MG1239	MG1239	MG1296	MG1296	0.8383	0.0000	0.1617	0.1617	Third_degree
MG1239	MG1239	MG1297	MG1297	0.8407	0.0000	0.1593	0.1593	Third_degree
MG1239	MG1239	MG1298	MG1298	0.8389	0.0000	0.1611	0.1611	Third_degree
MG1239	MG1239	MG1299	MG1299	0.8420	0.0000	0.1580	0.1580	Third_degree
MG1239	MG1239	MG1300	MG1300	0.8372	0.0000	0.1628	0.1628	Third_degree
MG1239	MG1239	MG1301	MG1301	0.8303	0.0000	0.1697	0.1697	Third_degree
MG1239	MG1239	MG1302	MG1302	0.8313	0.0000	0.1687	0.1687	Third_degree
MG1239	MG1239	MG1303	MG1303	0.8345	0.0000	0.1655	0.1655	Third_degree
MG1239	MG1239	MG1304	MG1304	0.8491	0.0000	0.1509	0.1509	Third_degree
MG1239	MG1239	MG1305	MG1305	0.8383	0.0000	0.1617	0.1617	Third_degree
MG1239	MG1239	MG1306	MG1306	0.8350	0.0000	0.1650	0.1650	Third_degree
MG1239	MG1239	MG1307	MG1307	0.8352	0.0000	0.1648	0.1648	Third_degree
MG1239	MG1239	MG1308	MG1308	0.8584	0.0000	0.1416	0.1416	Third_degree
MG1239	MG1239	MG1309	MG1309	0.8460	0.0000	0.1540	0.1540	Third_degree
MG1239	MG1239	MG1310	MG1310	0.8438	0.0000	0.1562	0.1562	Third_degree
MG1239	MG1239	MG1311	MG1311	0.8387	0.0000	0.1613	0.1613	Third_degree
MG1239	MG1239	MG1312	MG1312	0.8390	0.0000	0.1610	0.1610	Third_degree
MG1239	MG1239	MG1313	MG1313	0.8523	0.0000	0.1477	0.1477	Third_degree
MG1239	MG1239	MG1314	MG1314	0.8388	0.0000	0.1612	0.1612	Third_degree
MG1239	MG1239	MG1315	MG1315	0.8461	0.0000	0.1539	0.1539	Third_degree
MG1239	MG1239	MG1316	MG1316	0.8411	0.0000	0.1589	0.1589	Third_degree
MG1239	MG1239	MG1317	MG1317	0.8453	0.0000	0.1547	0.1547	Third_degree
MG1239	MG1239	MG1318	MG1318	0.8355	0.0000	0.1645	0.1645	Third_degree
MG1239	MG1239	MG1319	MG1319	0.8441	0.0000	0.1559	0.1559	Third_degree
MG1239	MG1239	MG1320	MG1320	0.8376	0.0000	0.1624	0.1624	Third_degree
MG1239	MG1239	MG1321	MG1321	0.8439	0.0000	0.1561	0.1561	Third_degree
MG1239	MG1239	MG1323	MG1323	0.8382	0.0000	0.1618	0.1618	Third_degree
MG1239	MG1239	MG1324	MG1324	0.8490	0.0000	0.1510	0.1510	Third_degree
MG1239	MG1239	MG1326	MG1326	0.8434	0.0000	0.1566	0.1566	Third_degree
MG1239	MG1239	MG1327	MG1327	0.8404	0.0000	0.1596	0.1596	Third_degree
MG1239	MG1239	MG1328	MG1328	0.8366	0.0000	0.1634	0.1634	Third_degree
MG1239	MG1239	MG1329	MG1329	0.8392	0.0000	0.1608	0.1608	Third_degree
MG1239	MG1239	MG1330	MG1330	0.8463	0.0000	0.1537	0.1537	Third_degree
MG1239	MG1239	MG1332	MG1332	0.8507	0.0000	0.1493	0.1493	Third_degree
MG1239	MG1239	MG1333	MG1333	0.8410	0.0000	0.1590	0.1590	Third_degree
MG1239	MG1239	MG1334	MG1334	0.8382	0.0000	0.1618	0.1618	Third_degree
MG1239	MG1239	MG1335	MG1335	0.8467	0.0000	0.1533	0.1533	Third_degree
MG1239	MG1239	MG1336	MG1336	0.8379	0.0000	0.1621	0.1621	Third_degree
MG1239	MG1239	MG1337	MG1337	0.8332	0.0000	0.1668	0.1668	Third_degree
MG1239	MG1239	MG1338	MG1338	0.8381	0.0000	0.1619	0.1619	Third_degree
MG1239	MG1239	MG1339	MG1339	0.8461	0.0000	0.1539	0.1539	Third_degree
MG1239	MG1239	MG1340	MG1340	0.8490	0.0000	0.1510	0.1510	Third_degree
MG1239	MG1239	MG1341	MG1341	0.8491	0.0000	0.1509	0.1509	Third_degree
MG1239	MG1239	MG1342	MG1342	0.8380	0.0000	0.1620	0.1620	Third_degree
MG1239	MG1239	MG1343	MG1343	0.8437	0.0000	0.1563	0.1563	Third_degree
MG1239	MG1239	MG1344	MG1344	0.8381	0.0000	0.1619	0.1619	Third_degree
MG1239	MG1239	MG1345	MG1345	0.8351	0.0000	0.1649	0.1649	Third_degree
MG1239	MG1239	MG1346	MG1346	0.8391	0.0000	0.1609	0.1609	Third_degree
MG1239	MG1239	MG1347	MG1347	0.8433	0.0000	0.1567	0.1567	Third_degree
MG1239	MG1239	MG1348	MG1348	0.8441	0.0000	0.1559	0.1559	Third_degree
MG1239	MG1239	MG1349	MG1349	0.8356	0.0000	0.1644	0.1644	Third_degree
MG1239	MG1239	MG1350	MG1350	0.8576	0.0000	0.1424	0.1424	Third_degree
MG1239	MG1239	MG1351	MG1351	0.8412	0.0000	0.1588	0.1588	Third_degree
MG1239	MG1239	MG1352	MG1352	0.8381	0.0000	0.1619	0.1619	Third_degree
MG1239	MG1239	MG1354	MG1354	0.8361	0.0000	0.1639	0.1639	Third_degree
MG1239	MG1239	MG1355	MG1355	0.8300	0.0000	0.1700	0.1700	Third_degree
MG1239	MG1239	MG1356	MG1356	0.8354	0.0000	0.1646	0.1646	Third_degree
MG1239	MG1239	MG1357	MG1357	0.8399	0.0000	0.1601	0.1601	Third_degree
MG1239	MG1239	MG1358	MG1358	0.8493	0.0000	0.1507	0.1507	Third_degree
MG1239	MG1239	MG1359	MG1359	0.8374	0.0000	0.1626	0.1626	Third_degree
MG1239	MG1239	MG1360	MG1360	0.8407	0.0000	0.1593	0.1593	Third_degree
MG1239	MG1239	MG1361	MG1361	0.8435	0.0000	0.1565	0.1565	Third_degree
MG1239	MG1239	MG1362	MG1362	0.8359	0.0000	0.1641	0.1641	Third_degree
MG1239	MG1239	MG1363	MG1363	0.8369	0.0000	0.1631	0.1631	Third_degree
MG1239	MG1239	MG1364	MG1364	0.8442	0.0000	0.1558	0.1558	Third_degree
MG1239	MG1239	MG1365	MG1365	0.8391	0.0000	0.1609	0.1609	Third_degree
MG1239	MG1239	MG1366	MG1366	0.8360	0.0000	0.1640	0.1640	Third_degree
MG1239	MG1239	MG1367	MG1367	0.8404	0.0000	0.1596	0.1596	Third_degree
MG1239	MG1239	MG1368	MG1368	0.8409	0.0000	0.1591	0.1591	Third_degree
MG1239	MG1239	MG1369	MG1369	0.8456	0.0000	0.1544	0.1544	Third_degree
MG1239	MG1239	MG1370	MG1370	0.8362	0.0000	0.1638	0.1638	Third_degree
MG1239	MG1239	MG1371	MG1371	0.8337	0.0000	0.1663	0.1663	Third_degree
MG1239	MG1239	MG1372	MG1372	0.8376	0.0000	0.1624	0.1624	Third_degree
MG1239	MG1239	MG1373	MG1373	0.8370	0.0000	0.1630	0.1630	Third_degree
MG1239	MG1239	MG1374	MG1374	0.8405	0.0000	0.1595	0.1595	Third_degree
MG1239	MG1239	MG1376	MG1376	0.8427	0.0000	0.1573	0.1573	Third_degree
MG1239	MG1239	MG1377	MG1377	0.8452	0.0000	0.1548	0.1548	Third_degree
MG1239	MG1239	MG1378	MG1378	0.8401	0.0000	0.1599	0.1599	Third_degree
MG1239	MG1239	MG1379	MG1379	0.8349	0.0000	0.1651	0.1651	Third_degree
MG1239	MG1239	MG1380	MG1380	0.8364	0.0000	0.1636	0.1636	Third_degree
MG1239	MG1239	MG1381	MG1381	0.8424	0.0000	0.1576	0.1576	Third_degree
MG1239	MG1239	MG1382	MG1382	0.8401	0.0000	0.1599	0.1599	Third_degree
MG1239	MG1239	MG1383	MG1383	0.8381	0.0000	0.1619	0.1619	Third_degree
MG1239	MG1239	MG1384	MG1384	0.8351	0.0000	0.1649	0.1649	Third_degree
MG1239	MG1239	MG1385	MG1385	0.8316	0.0000	0.1684	0.1684	Third_degree
MG1239	MG1239	MG1388	MG1388	0.8376	0.0000	0.1624	0.1624	Third_degree
MG1239	MG1239	MG1389	MG1389	0.8401	0.0000	0.1599	0.1599	Third_degree
MG1239	MG1239	MG1390	MG1390	0.8396	0.0000	0.1604	0.1604	Third_degree
MG1239	MG1239	MG1391	MG1391	0.8382	0.0000	0.1618	0.1618	Third_degree
MG1239	MG1239	MG1392	MG1392	0.8414	0.0000	0.1586	0.1586	Third_degree
MG1239	MG1239	MG1393	MG1393	0.8403	0.0000	0.1597	0.1597	Third_degree
MG1239	MG1239	MG1394	MG1394	0.8579	0.0000	0.1421	0.1421	Third_degree
MG1239	MG1239	MG1395	MG1395	0.8367	0.0000	0.1633	0.1633	Third_degree
MG1239	MG1239	MG1396	MG1396	0.8581	0.0000	0.1419	0.1419	Third_degree
MG1239	MG1239	MG1397	MG1397	0.8398	0.0000	0.1602	0.1602	Third_degree
MG1239	MG1239	MG1398	MG1398	0.8365	0.0000	0.1635	0.1635	Third_degree
MG1239	MG1239	MG1399	MG1399	0.8332	0.0000	0.1668	0.1668	Third_degree
MG1239	MG1239	MG1401	MG1401	0.8302	0.0000	0.1698	0.1698	Third_degree
MG1239	MG1239	MG1402	MG1402	0.8386	0.0000	0.1614	0.1614	Third_degree
MG1239	MG1239	MG1403	MG1403	0.8404	0.0000	0.1596	0.1596	Third_degree
MG1239	MG1239	MG1404	MG1404	0.8454	0.0000	0.1546	0.1546	Third_degree
MG1239	MG1239	MG1405	MG1405	0.8396	0.0000	0.1604	0.1604	Third_degree
MG1239	MG1239	MG1406	MG1406	0.8415	0.0000	0.1585	0.1585	Third_degree
MG1239	MG1239	MG1407	MG1407	0.8360	0.0000	0.1640	0.1640	Third_degree
MG1239	MG1239	MG1408	MG1408	0.8395	0.0000	0.1605	0.1605	Third_degree
MG1239	MG1239	MG1409	MG1409	0.8389	0.0000	0.1611	0.1611	Third_degree
MG1239	MG1239	MG1410	MG1410	0.0001	0.8658	0.1341	0.5670	First_degree
MG1239	MG1239	MG1411	MG1411	0.8387	0.0000	0.1613	0.1613	Third_degree
MG1239	MG1239	MG1412	MG1412	0.8449	0.0000	0.1551	0.1551	Third_degree
MG1239	MG1239	MG1413	MG1413	0.8429	0.0000	0.1571	0.1571	Third_degree
MG1239	MG1239	MG1414	MG1414	0.8401	0.0000	0.1599	0.1599	Third_degree
MG1239	MG1239	MG1415	MG1415	0.8287	0.0000	0.1713	0.1713	Third_degree
MG1239	MG1239	MG1416	MG1416	0.8546	0.0000	0.1454	0.1454	Third_degree
MG1239	MG1239	MG1417	MG1417	0.8369	0.0000	0.1631	0.1631	Third_degree
MG1239	MG1239	MG1418	MG1418	0.8360	0.0000	0.1640	0.1640	Third_degree
MG1239	MG1239	MG1419	MG1419	0.8431	0.0000	0.1569	0.1569	Third_degree
MG1239	MG1239	MG1420	MG1420	0.8363	0.0000	0.1637	0.1637	Third_degree
MG1239	MG1239	MG1421	MG1421	0.8402	0.0000	0.1598	0.1598	Third_degree
MG1239	MG1239	MG1422	MG1422	0.8416	0.0000	0.1584	0.1584	Third_degree
MG1239	MG1239	MG1423	MG1423	0.8354	0.0000	0.1646	0.1646	Third_degree
MG1239	MG1239	MG1424	MG1424	0.8385	0.0000	0.1615	0.1615	Third_degree
MG1239	MG1239	MG1425	MG1425	0.8423	0.0000	0.1577	0.1577	Third_degree
MG1239	MG1239	MG1426	MG1426	0.8374	0.0000	0.1626	0.1626	Third_degree
MG1239	MG1239	MG1427	MG1427	0.8390	0.0000	0.1610	0.1610	Third_degree
MG1239	MG1239	MG1428	MG1428	0.8429	0.0000	0.1571	0.1571	Third_degree
MG1239	MG1239	MG1429	MG1429	0.8443	0.0000	0.1557	0.1557	Third_degree
MG1239	MG1239	MG1430	MG1430	0.8424	0.0000	0.1576	0.1576	Third_degree
MG1239	MG1239	MG1431	MG1431	0.8425	0.0000	0.1575	0.1575	Third_degree
MG1239	MG1239	MG1432	MG1432	0.8396	0.0000	0.1604	0.1604	Third_degree
MG1239	MG1239	MG1433	MG1433	0.8434	0.0000	0.1566	0.1566	Third_degree
MG1239	MG1239	MG1434	MG1434	0.8404	0.0000	0.1596	0.1596	Third_degree
MG1239	MG1239	MG1435	MG1435	0.8435	0.0000	0.1565	0.1565	Third_degree
MG1239	MG1239	MG1436	MG1436	0.8360	0.0000	0.1640	0.1640	Third_degree
MG1239	MG1239	MG1437	MG1437	0.8400	0.0000	0.1600	0.1600	Third_degree
MG1239	MG1239	MG1438	MG1438	0.8352	0.0000	0.1648	0.1648	Third_degree
MG1239	MG1239	MG1439	MG1439	0.8434	0.0000	0.1566	0.1566	Third_degree
MG1239	MG1239	MG1440	MG1440	0.8417	0.0000	0.1583	0.1583	Third_degree
MG1239	MG1239	MG1441	MG1441	0.8368	0.0000	0.1632	0.1632	Third_degree
MG1239	MG1239	MG1442	MG1442	0.8393	0.0000	0.1607	0.1607	Third_degree
MG1239	MG1239	MG1443	MG1443	0.8625	0.0000	0.1375	0.1375	Third_degree
MG1239	MG1239	MG1444	MG1444	0.8426	0.0000	0.1574	0.1574	Third_degree
MG1239	MG1239	MG1445	MG1445	0.8331	0.0000	0.1669	0.1669	Third_degree
MG1239	MG1239	MG1446	MG1446	0.8418	0.0000	0.1582	0.1582	Third_degree
MG1239	MG1239	MG1447	MG1447	0.8339	0.0000	0.1661	0.1661	Third_degree
MG1239	MG1239	MG1448	MG1448	0.8451	0.0000	0.1549	0.1549	Third_degree
MG1239	MG1239	MG1449	MG1449	0.8382	0.0000	0.1618	0.1618	Third_degree
MG1239	MG1239	MG1450	MG1450	0.8351	0.0000	0.1649	0.1649	Third_degree
MG1239	MG1239	MG1451	MG1451	0.8414	0.0000	0.1586	0.1586	Third_degree
MG1239	MG1239	MG1452	MG1452	0.8371	0.0000	0.1629	0.1629	Third_degree
MG1239	MG1239	MG1453	MG1453	0.8362	0.0000	0.1638	0.1638	Third_degree
MG1239	MG1239	MG1454	MG1454	0.8416	0.0000	0.1584	0.1584	Third_degree
MG1239	MG1239	MG1455	MG1455	0.8426	0.0000	0.1574	0.1574	Third_degree
MG1239	MG1239	MG1456	MG1456	0.8374	0.0000	0.1626	0.1626	Third_degree
MG1239	MG1239	MG1457	MG1457	0.8360	0.0000	0.1640	0.1640	Third_degree
MG1239	MG1239	MG1458	MG1458	0.8393	0.0000	0.1607	0.1607	Third_degree
MG1239	MG1239	MG1459	MG1459	0.8367	0.0000	0.1633	0.1633	Third_degree
MG1239	MG1239	MG1460	MG1460	0.8374	0.0000	0.1626	0.1626	Third_degree
MG1239	MG1239	MG1461	MG1461	0.8405	0.0000	0.1595	0.1595	Third_degree
MG1240	MG1240	MG1241	MG1241	0.8311	0.0000	0.1689	0.1689	Third_degree
MG1240	MG1240	MG1242	MG1242	0.8361	0.0000	0.1639	0.1639	Third_degree
MG1240	MG1240	MG1243	MG1243	0.8338	0.0000	0.1662	0.1662	Third_degree
MG1240	MG1240	MG1244	MG1244	0.8288	0.0000	0.1712	0.1712	Third_degree
MG1240	MG1240	MG1245	MG1245	0.8426	0.0000	0.1574	0.1574	Third_degree
MG1240	MG1240	MG1246	MG1246	0.8321	0.0000	0.1679	0.1679	Third_degree
MG1240	MG1240	MG1247	MG1247	0.8341	0.0000	0.1659	0.1659	Third_degree
MG1240	MG1240	MG1248	MG1248	0.8335	0.0000	0.1665	0.1665	Third_degree
MG1240	MG1240	MG1249	MG1249	0.8356	0.0000	0.1644	0.1644	Third_degree
MG1240	MG1240	MG1250	MG1250	0.8478	0.0000	0.1522	0.1522	Third_degree
MG1240	MG1240	MG1251	MG1251	0.8341	0.0000	0.1659	0.1659	Third_degree
MG1240	MG1240	MG1252	MG1252	0.8348	0.0000	0.1652	0.1652	Third_degree
MG1240	MG1240	MG1253	MG1253	0.8392	0.0000	0.1608	0.1608	Third_degree
MG1240	MG1240	MG1254	MG1254	0.8431	0.0000	0.1569	0.1569	Third_degree
MG1240	MG1240	MG1255	MG1255	0.8343	0.0000	0.1657	0.1657	Third_degree
MG1240	MG1240	MG1256	MG1256	0.8384	0.0000	0.1616	0.1616	Third_degree
MG1240	MG1240	MG1257	MG1257	0.8344	0.0000	0.1656	0.1656	Third_degree
MG1240	MG1240	MG1258	MG1258	0.8364	0.0000	0.1636	0.1636	Third_degree
MG1240	MG1240	MG1259	MG1259	0.8378	0.0000	0.1622	0.1622	Third_degree
MG1240	MG1240	MG1260	MG1260	0.8296	0.0000	0.1704	0.1704	Third_degree
MG1240	MG1240	MG1261	MG1261	0.8322	0.0000	0.1678	0.1678	Third_degree
MG1240	MG1240	MG1262	MG1262	0.8371	0.0000	0.1629	0.1629	Third_degree
MG1240	MG1240	MG1263	MG1263	0.8442	0.0000	0.1558	0.1558	Third_degree
MG1240	MG1240	MG1264	MG1264	0.8313	0.0000	0.1687	0.1687	Third_degree
MG1240	MG1240	MG1265	MG1265	0.8336	0.0000	0.1664	0.1664	Third_degree
MG1240	MG1240	MG1266	MG1266	0.8327	0.0000	0.1673	0.1673	Third_degree
MG1240	MG1240	MG1267	MG1267	0.8377	0.0000	0.1623	0.1623	Third_degree
MG1240	MG1240	MG1268	MG1268	0.8450	0.0000	0.1550	0.1550	Third_degree
MG1240	MG1240	MG1269	MG1269	0.8510	0.0000	0.1490	0.1490	Third_degree
MG1240	MG1240	MG1270	MG1270	0.8273	0.0000	0.1727	0.1727	Third_degree
MG1240	MG1240	MG1271	MG1271	0.8350	0.0000	0.1650	0.1650	Third_degree
MG1240	MG1240	MG1272	MG1272	0.8285	0.0000	0.1715	0.1715	Third_degree
MG1240	MG1240	MG1273	MG1273	0.8374	0.0000	0.1626	0.1626	Third_degree
MG1240	MG1240	MG1274	MG1274	0.8350	0.0000	0.1650	0.1650	Third_degree
MG1240	MG1240	MG1275	MG1275	0.8347	0.0000	0.1653	0.1653	Third_degree
MG1240	MG1240	MG1276	MG1276	0.8367	0.0000	0.1633	0.1633	Third_degree
MG1240	MG1240	MG1277	MG1277	0.8383	0.0000	0.1617	0.1617	Third_degree
MG1240	MG1240	MG1278	MG1278	0.8379	0.0000	0.1621	0.1621	Third_degree
MG1240	MG1240	MG1279	MG1279	0.8303	0.0000	0.1697	0.1697	Third_degree
MG1240	MG1240	MG1280	MG1280	0.8420	0.0000	0.1580	0.1580	Third_degree
MG1240	MG1240	MG1281	MG1281	0.8314	0.0000	0.1686	0.1686	Third_degree
MG1240	MG1240	MG1282	MG1282	0.8305	0.0000	0.1695	0.1695	Third_degree
MG1240	MG1240	MG1284	MG1284	0.8447	0.0000	0.1553	0.1553	Third_degree
MG1240	MG1240	MG1285	MG1285	0.8371	0.0000	0.1629	0.1629	Third_degree
MG1240	MG1240	MG1286	MG1286	0.8346	0.0000	0.1654	0.1654	Third_degree
MG1240	MG1240	MG1287	MG1287	0.8407	0.0000	0.1593	0.1593	Third_degree
MG1240	MG1240	MG1288	MG1288	0.8293	0.0000	0.1707	0.1707	Third_degree
MG1240	MG1240	MG1289	MG1289	0.8364	0.0000	0.1636	0.1636	Third_degree
MG1240	MG1240	MG1290	MG1290	0.8433	0.0000	0.1567	0.1567	Third_degree
MG1240	MG1240	MG1291	MG1291	0.8366	0.0000	0.1634	0.1634	Third_degree
MG1240	MG1240	MG1292	MG1292	0.8368	0.0000	0.1632	0.1632	Third_degree
MG1240	MG1240	MG1293	MG1293	0.8398	0.0000	0.1602	0.1602	Third_degree
MG1240	MG1240	MG1294	MG1294	0.8354	0.0000	0.1646	0.1646	Third_degree
MG1240	MG1240	MG1295	MG1295	0.8351	0.0000	0.1649	0.1649	Third_degree
MG1240	MG1240	MG1296	MG1296	0.8371	0.0000	0.1629	0.1629	Third_degree
MG1240	MG1240	MG1297	MG1297	0.8330	0.0000	0.1670	0.1670	Third_degree
MG1240	MG1240	MG1298	MG1298	0.8282	0.0000	0.1718	0.1718	Third_degree
MG1240	MG1240	MG1299	MG1299	0.8445	0.0000	0.1555	0.1555	Third_degree
MG1240	MG1240	MG1300	MG1300	0.8381	0.0000	0.1619	0.1619	Third_degree
MG1240	MG1240	MG1301	MG1301	0.8291	0.0000	0.1709	0.1709	Third_degree
MG1240	MG1240	MG1302	MG1302	0.8337	0.0000	0.1663	0.1663	Third_degree
MG1240	MG1240	MG1303	MG1303	0.8320	0.0000	0.1680	0.1680	Third_degree
MG1240	MG1240	MG1304	MG1304	0.8427	0.0000	0.1573	0.1573	Third_degree
MG1240	MG1240	MG1305	MG1305	0.8387	0.0000	0.1613	0.1613	Third_degree
MG1240	MG1240	MG1306	MG1306	0.8352	0.0000	0.1648	0.1648	Third_degree
MG1240	MG1240	MG1307	MG1307	0.8313	0.0000	0.1687	0.1687	Third_degree
MG1240	MG1240	MG1308	MG1308	0.8569	0.0000	0.1431	0.1431	Third_degree
MG1240	MG1240	MG1309	MG1309	0.8420	0.0000	0.1580	0.1580	Third_degree
MG1240	MG1240	MG1310	MG1310	0.8392	0.0000	0.1608	0.1608	Third_degree
MG1240	MG1240	MG1311	MG1311	0.8357	0.0000	0.1643	0.1643	Third_degree
MG1240	MG1240	MG1312	MG1312	0.8381	0.0000	0.1619	0.1619	Third_degree
MG1240	MG1240	MG1313	MG1313	0.8440	0.0000	0.1560	0.1560	Third_degree
MG1240	MG1240	MG1314	MG1314	0.8367	0.0000	0.1633	0.1633	Third_degree
MG1240	MG1240	MG1315	MG1315	0.8398	0.0000	0.1602	0.1602	Third_degree
MG1240	MG1240	MG1316	MG1316	0.8336	0.0000	0.1664	0.1664	Third_degree
MG1240	MG1240	MG1317	MG1317	0.8384	0.0000	0.1616	0.1616	Third_degree
MG1240	MG1240	MG1318	MG1318	0.8307	0.0000	0.1693	0.1693	Third_degree
MG1240	MG1240	MG1319	MG1319	0.8342	0.0000	0.1658	0.1658	Third_degree
MG1240	MG1240	MG1320	MG1320	0.8438	0.0000	0.1562	0.1562	Third_degree
MG1240	MG1240	MG1321	MG1321	0.8357	0.0000	0.1643	0.1643	Third_degree
MG1240	MG1240	MG1323	MG1323	0.8271	0.0000	0.1729	0.1729	Third_degree
MG1240	MG1240	MG1324	MG1324	0.8505	0.0000	0.1495	0.1495	Third_degree
MG1240	MG1240	MG1326	MG1326	0.8428	0.0000	0.1572	0.1572	Third_degree
MG1240	MG1240	MG1327	MG1327	0.8347	0.0000	0.1653	0.1653	Third_degree
MG1240	MG1240	MG1328	MG1328	0.8369	0.0000	0.1631	0.1631	Third_degree
MG1240	MG1240	MG1329	MG1329	0.8383	0.0000	0.1617	0.1617	Third_degree
MG1240	MG1240	MG1330	MG1330	0.8387	0.0000	0.1613	0.1613	Third_degree
MG1240	MG1240	MG1332	MG1332	0.8400	0.0000	0.1600	0.1600	Third_degree
MG1240	MG1240	MG1333	MG1333	0.8413	0.0000	0.1587	0.1587	Third_degree
MG1240	MG1240	MG1334	MG1334	0.8366	0.0000	0.1634	0.1634	Third_degree
MG1240	MG1240	MG1335	MG1335	0.8325	0.0000	0.1675	0.1675	Third_degree
MG1240	MG1240	MG1336	MG1336	0.8415	0.0000	0.1585	0.1585	Third_degree
MG1240	MG1240	MG1337	MG1337	0.8359	0.0000	0.1641	0.1641	Third_degree
MG1240	MG1240	MG1338	MG1338	0.8386	0.0000	0.1614	0.1614	Third_degree
MG1240	MG1240	MG1339	MG1339	0.8369	0.0000	0.1631	0.1631	Third_degree
MG1240	MG1240	MG1340	MG1340	0.8461	0.0000	0.1539	0.1539	Third_degree
MG1240	MG1240	MG1341	MG1341	0.8363	0.0000	0.1637	0.1637	Third_degree
MG1240	MG1240	MG1342	MG1342	0.8395	0.0000	0.1605	0.1605	Third_degree
MG1240	MG1240	MG1343	MG1343	0.8417	0.0000	0.1583	0.1583	Third_degree
MG1240	MG1240	MG1344	MG1344	0.8365	0.0000	0.1635	0.1635	Third_degree
MG1240	MG1240	MG1345	MG1345	0.8395	0.0000	0.1605	0.1605	Third_degree
MG1240	MG1240	MG1346	MG1346	0.8391	0.0000	0.1609	0.1609	Third_degree
MG1240	MG1240	MG1347	MG1347	0.8418	0.0000	0.1582	0.1582	Third_degree
MG1240	MG1240	MG1348	MG1348	0.8378	0.0000	0.1622	0.1622	Third_degree
MG1240	MG1240	MG1349	MG1349	0.8351	0.0000	0.1649	0.1649	Third_degree
MG1240	MG1240	MG1350	MG1350	0.8555	0.0000	0.1445	0.1445	Third_degree
MG1240	MG1240	MG1351	MG1351	0.8397	0.0000	0.1603	0.1603	Third_degree
MG1240	MG1240	MG1352	MG1352	0.8335	0.0000	0.1665	0.1665	Third_degree
MG1240	MG1240	MG1353	MG1353	0.8371	0.0000	0.1629	0.1629	Third_degree
MG1240	MG1240	MG1354	MG1354	0.8353	0.0000	0.1647	0.1647	Third_degree
MG1240	MG1240	MG1355	MG1355	0.8225	0.0000	0.1775	0.1775	Second_degree
